Rating Agency;Corporation;Rating;Rating Date;CIK;Binary Rating;SIC Code;Sector;Ticker;Current Ratio;Long-term Debt / Capital;Debt/Equity Ratio;Gross Margin;Operating Margin;EBIT Margin;EBITDA Margin;Pre-Tax Profit Margin;Net Profit Margin;Asset Turnover;ROE - Return On Equity;Return On Tangible Equity;ROA - Return On Assets;ROI - Return On Investment;Operating Cash Flow Per Share;Free Cash Flow Per Share;
Fitch Ratings;GlaxoSmithKline Capital Inc.;A;27-05-2016;1131399;1;2834.0;Hlth;GSK;1.104;0.7624;38.055;681.692;142.876;142.876;23.094;12.901;123.055;0.5659;84.891;-589.507;103.078;201.676;-10.876;-1.166;
Standard & Poor's Ratings Services;Global Partners LP;B+;21-03-2016;1323468;0;5171.0;Shops;GLP;14.579;0.6399;19.261;57.943;11.122;11.122;23.002;0.4013;0.348;38.724;62.341;236.517;16.242;22.449;-106.072;-100.358;
Standard & Poor's Ratings Services;Global Partners LP;BB;16-06-2016;1323468;0;5171.0;Shops;GLP;14.579;0.6399;19.261;57.943;11.122;11.122;23.002;0.4013;0.348;38.724;62.341;236.517;16.242;22.449;-106.072;-100.358;
Standard & Poor's Ratings Services;Global Payments Inc;BBB-;10-03-2016;1123360;1;7374.0;BusEq;GPN;13.564;0.5485;16.188;627.198;158.756;158.756;206.546;147.735;96.031;0.6356;238.305;-364.968;67.175;107.602;-0.2024;-0.1322;
Moody's Investors Service;Global Payments Inc.;BB;14-03-2016;1123360;0;7374.0;BusEq;GPN;13.564;0.5485;16.188;627.198;158.756;158.756;206.546;147.735;96.031;0.6356;238.305;-364.968;67.175;107.602;-0.2024;-0.1322;
Standard & Poor's Ratings Services;Gogo Inc.;CCC;18-05-2016;1537054;0;4899.0;Telcm;GOGO;23.687;0.8913;8.518;544.088;-89.525;-89.525;117.627;-212.373;-214.844;0.4987;-1.625.698;8.122.966;-107.147;-176.772;0.9753;0.8301;
Moody's Investors Service;Gogo Inc.;B-;09-06-2016;1537054;0;4899.0;Telcm;GOGO;23.687;0.8913;8.518;544.088;-89.525;-89.525;117.627;-212.373;-214.844;0.4987;-1.625.698;8.122.966;-107.147;-176.772;0.9753;0.8301;
Standard & Poor's Ratings Services;Gray Television Inc.;B+;07-06-2016;43196;0;4833.0;Telcm;GTN;3.258;0.7397;28.422;373.603;234.462;234.462;351.651;110.067;65.792;0.2808;91.552;-33.826;18.471;23.828;-0.7528;-0.5519;
Standard & Poor's Ratings Services;Gray Television Inc.;B+;07-09-2016;43196;0;4833.0;Telcm;GTN;3.258;0.7397;28.422;373.603;234.462;234.462;351.651;110.067;65.792;0.2808;91.552;-33.826;18.471;23.828;-0.7528;-0.5519;
Standard & Poor's Ratings Services;Great Lakes Dredge & Dock Corp.;B-;16-11-2016;1372020;0;1600.0;Other;GLDD;16.031;0.5783;1.401;111.945;26.794;26.794;108.604;-10.137;-0.7223;0.9541;-24.543;-37.245;-0.6891;-1.035;-0.3243;-0.0174;
Standard & Poor's Ratings Services;Greif Inc.;BB-;29-08-2016;43920;0;2650.0;Manuf;GEF;15.587;0.5129;11.205;185.196;53.308;53.308;90.525;31.742;-0.741;10.908;63.402;559.534;20.267;30.881;-11.841;-0.7488;
Standard & Poor's Ratings Services;Griffon Corp.;BB-;24-02-2016;50725;0;3420.0;Manuf;GFF;23.167;0.6576;19.594;264.511;45.111;45.111;80.718;12.854;23.117;0.866;28.556;-88.096;0.7178;0.9777;-12.112;-0.6431;
Standard & Poor's Ratings Services;Griffon Corp.;BB-;18-04-2016;50725;0;3420.0;Manuf;GFF;23.167;0.6576;19.594;264.511;45.111;45.111;80.718;12.854;23.117;0.866;28.556;-88.096;0.7178;0.9777;-12.112;-0.6431;
Standard & Poor's Ratings Services;Griffon Corp.;BB+;13-05-2016;50725;0;3420.0;Manuf;GFF;23.167;0.6576;19.594;264.511;45.111;45.111;80.718;12.854;23.117;0.866;28.556;-88.096;0.7178;0.9777;-12.112;-0.6431;
Standard & Poor's Ratings Services;Group 1 Automotive Inc.;BB;21-10-2016;1031203;0;5500.0;Shops;GPI;10.588;0.5078;25.258;145.699;3.04;3.04;35.723;16.543;0.901;23.996;95.095;-594.983;22.457;4.681;58.993;5.693;
Standard & Poor's Ratings Services;Gulfport Energy Corp.;B+;09-02-2016;874499;0;1311.0;Enrgy;GPOR;10.475;0.3185;0.4677;881.218;-1.882.557;-1.882.557;-1.403.611;-2.088.725;-1.727.646;0.2126;-600.776;-600.776;-367.311;-409.406;-15.479;-17.065;
Standard & Poor's Ratings Services;Gulfport Energy Corp.;B+;11-03-2016;874499;0;1311.0;Enrgy;GPOR;10.475;0.3185;0.4677;881.218;-1.882.557;-1.882.557;-1.403.611;-2.088.725;-1.727.646;0.2126;-600.776;-600.776;-367.311;-409.406;-15.479;-17.065;
Standard & Poor's Ratings Services;Gulfport Energy Corp.;B+;06-10-2016;874499;0;1311.0;Enrgy;GPOR;10.475;0.3185;0.4677;881.218;-1.882.557;-1.882.557;-1.403.611;-2.088.725;-1.727.646;0.2126;-600.776;-600.776;-367.311;-409.406;-15.479;-17.065;
Standard & Poor's Ratings Services;H&E Equipment Services Inc.;BB-;14-07-2016;1339605;0;5084.0;Shops;HEES;0.7029;0.8153;57.092;332.489;123.331;123.331;303.803;72.777;42.608;0.8002;31.072;397.743;34.094;57.405;13.547;68.912;
Standard & Poor's Ratings Services;HCA Healthcare, Inc.;B+;27-07-2016;860730;0;8062.0;Hlth;HCA;16.296;12.876;-45.285;830.381;151.904;151.904;20.234;9.429;50.788;11.917;-365.189;-183.754;76.598;105.047;19.098;12.845;
Moody's Investors Service;Halliburton Company;BBB+;03-06-2016;45012;1;1389.0;Enrgy;HAL;37.605;0.4866;0.9904;106.631;-0.6982;-0.6982;70.664;-39.606;-28.393;0.6397;-42.723;-50.496;-1.792;-21.934;-13.608;-0.2676;
Moody's Investors Service;Harsco Corporation;BB+;18-10-2016;45876;0;3390.0;Manuf;HSC;1.313;0.7312;28.987;212.833;51.382;51.382;142.193;20.205;0.3591;0.836;23.526;-51.274;0.3547;0.6323;-12.879;-0.1051;
Standard & Poor's Ratings Services;Hemisphere Media Holdings, LLC;B+;21-07-2016;1567345;0;4833.0;Telcm;HMTV;54.421;0.4291;0.7812;682.649;268.642;268.642;498.297;175.522;105.856;0.2365;49.307;-1.037.374;2.503;28.152;0.4234;0.3706;
Moody's Investors Service;Hershey Company (The);A+;02-08-2016;47111;1;2060.0;NoDur;HSY;11.609;0.5037;14.332;449.511;187.592;187.592;218.235;175.975;114.112;13.199;557.351;1.961.651;150.619;276.602;-14.883;-16.533;
Standard & Poor's Ratings Services;Hershey Company (The);AA;23-09-2016;47111;1;2060.0;NoDur;HSY;11.609;0.5037;14.332;449.511;187.592;187.592;218.235;175.975;114.112;13.199;557.351;1.961.651;150.619;276.602;-14.883;-16.533;
Moody's Investors Service;Hess Corporation;BB+;18-02-2016;4447;0;1311.0;Enrgy;HES;13.014;0.2096;0.2682;839.899;191.581;191.581;491.851;226.879;215.796;0.2796;75.806;8.269;44.054;59.917;-0.4696;-33.979;
Moody's Investors Service;Hess Corporation;BB+;19-09-2016;4447;0;1311.0;Enrgy;HES;13.014;0.2096;0.2682;839.899;191.581;191.581;491.851;226.879;215.796;0.2796;75.806;8.269;44.054;59.917;-0.4696;-33.979;
Standard & Poor's Ratings Services;Hewlett Packard Enterprise Co.;A;25-05-2016;1645590;1;3571.0;BusEq;HPE;13.624;0.3081;0.4657;323.841;62.619;62.619;189.626;62.265;7.919;0.3889;77.835;558.494;33.035;53.854;-17.721;-17.449;
Standard & Poor's Ratings Services;Hewlett Packard Enterprise Co.;A;19-09-2016;1645590;1;3571.0;BusEq;HPE;13.624;0.3081;0.4657;323.841;62.619;62.619;189.626;62.265;7.919;0.3889;77.835;558.494;33.035;53.854;-17.721;-17.449;
Standard & Poor's Ratings Services;Hexcel Corp.;BBB-;13-04-2016;717605;1;2821.0;Chems;HXL;21.661;0.3283;0.4887;286.267;178.594;178.594;220.234;170.965;127.445;0.8509;201.085;211.654;108.439;135.072;-0.1252;-0.6308;
Standard & Poor's Ratings Services;Holly Energy Partners LP;BB;12-07-2016;1283140;0;4610.0;Other;HEP;12.497;0.617;16.109;70.587;494.481;494.481;676.255;40.642;264.357;0.2019;232.547;492.114;81.921;89.069;0.7874;15.008;
Moody's Investors Service;Hologic, Inc.;BB-;04-05-2016;859737;0;3844.0;Hlth;HOLX;13.417;0.6077;17.373;529.649;168.244;168.244;349.908;65.508;48.651;0.3539;63.294;-35.073;1.722;24.829;0.9256;0.8686;
Moody's Investors Service;Honeywell International Inc.;A;16-02-2016;773840;1;9997.0;Other;HON;10.916;0.2317;0.6552;306.731;176.978;176.978;199.865;170.706;123.584;0.7823;263.167;-2.359.786;98.285;202.194;0.604;0.6166;
Standard & Poor's Ratings Services;Honeywell International Inc.;AA;28-07-2016;773840;1;9997.0;Other;HON;10.916;0.2317;0.6552;306.731;176.978;176.978;199.865;170.706;123.584;0.7823;263.167;-2.359.786;98.285;202.194;0.604;0.6166;
Fitch Ratings;Honeywell International, Inc.;A;23-02-2016;773840;1;9997.0;Other;HON;10.916;0.2317;0.6552;306.731;176.978;176.978;199.865;170.706;123.584;0.7823;263.167;-2.359.786;98.285;202.194;0.604;0.6166;
Standard & Poor's Ratings Services;Horizon Global Corp.;B;07-04-2016;1637655;0;3714.0;Durbl;HZN;16.434;0.9889;94.37;248.545;34.005;34.005;65.125;12.198;14.422;17.357;415.0;-14.205;25.032;45.955;-0.0647;0.1088;
Standard & Poor's Ratings Services;Horizon Global Corp.;B;06-09-2016;1637655;0;3714.0;Durbl;HZN;16.434;0.9889;94.37;248.545;34.005;34.005;65.125;12.198;14.422;17.357;415.0;-14.205;25.032;45.955;-0.0647;0.1088;
Moody's Investors Service;Houghton Mifflin Harcourt Publishers Inc.;B;05-02-2016;1580156;0;2731.0;NoDur;HMHC;17.426;0.391;0.6486;417.976;-81.954;-81.954;132.603;-108.406;-94.536;0.4536;-111.714;246.789;-4.288;-68.037;-0.9454;-10.746;
Standard & Poor's Ratings Services;Houghton Mifflin Harcourt Publishers Inc.;BB;22-04-2016;1580156;0;2731.0;NoDur;HMHC;17.426;0.391;0.6486;417.976;-81.954;-81.954;132.603;-108.406;-94.536;0.4536;-111.714;246.789;-4.288;-68.037;-0.9454;-10.746;
Standard & Poor's Ratings Services;Houghton Mifflin Harcourt Publishers Inc.;B+;14-11-2016;1580156;0;2731.0;NoDur;HMHC;17.426;0.391;0.6486;417.976;-81.954;-81.954;132.603;-108.406;-94.536;0.4536;-111.714;246.789;-4.288;-68.037;-0.9454;-10.746;
Moody's Investors Service;Hub International Limited;CCC;27-01-2016;940942;0;4731.0;Other;HUBG;1.587;0.1283;0.184;103.731;23.488;23.488;31.715;22.925;14.437;29.462;85.818;159.357;42.535;74.811;-0.4923;-0.7704;
Standard & Poor's Ratings Services;HudBay Minerals Inc.;B;28-11-2016;1322422;0;1000.0;Other;HBM;11.526;0.4027;0.7133;133.586;-370.667;-370.667;-125.064;-450.359;-374.051;0.1978;-185.436;-18.636;-73.986;-110.761;-0.4739;16.841;
Moody's Investors Service;HudBay Minerals, Inc.;CCC+;29-02-2016;1322422;0;1000.0;Other;HBM;11.526;0.4027;0.7133;133.586;-370.667;-370.667;-125.064;-450.359;-374.051;0.1978;-185.436;-18.636;-73.986;-110.761;-0.4739;16.841;
Moody's Investors Service;HudBay Minerals, Inc.;B-;19-08-2016;1322422;0;1000.0;Other;HBM;11.526;0.4027;0.7133;133.586;-370.667;-370.667;-125.064;-450.359;-374.051;0.1978;-185.436;-18.636;-73.986;-110.761;-0.4739;16.841;
Standard & Poor's Ratings Services;Hunt (J.B.) Transport Services Inc.;A;30-06-2016;728535;1;4213.0;Other;JBHT;11.173;0.362;0.775;390.517;102.433;102.433;150.198;98.063;60.789;18.249;311.154;311.154;110.935;198.506;0.6505;-12.134;
Moody's Investors Service;ICON Plc;BBB-;05-01-2016;1060955;1;8731.0;Other;ICLR;15.088;0.3134;0.4564;422.862;178.756;178.756;21.541;17.705;15.209;0.9172;313.904;2.207.021;139.493;215.529;19.512;16.456;
Standard & Poor's Ratings Services;IDACORP Inc.;A;16-03-2016;1057877;1;4911.0;Utils;IDA;19.068;0.4556;0.847;661.914;222.073;222.073;334.316;189.118;153.256;0.2109;94.312;94.312;32.287;51.347;-0.2351;-0.6212;
Standard & Poor's Ratings Services;IDACORP Inc.;A;02-12-2016;1057877;1;4911.0;Utils;IDA;19.068;0.4556;0.847;661.914;222.073;222.073;334.316;189.118;153.256;0.2109;94.312;94.312;32.287;51.347;-0.2351;-0.6212;
Standard & Poor's Ratings Services;IRSA Propiedades Comerciales S.A.;B-;07-03-2016;1128173;0;6512.0;Money;IRCP;0.94;0.744;33.187;571.054;49.417;49.417;559.581;330.458;210.751;0.4347;54.29;577.783;97.816;138.976;0.2291;0.1864;
Fitch Ratings;IRSA Propiedades Comerciales S.A.;B;23-03-2016;1128173;0;6512.0;Money;IRCP;0.94;0.744;33.187;571.054;49.417;49.417;559.581;330.458;210.751;0.4347;54.29;577.783;97.816;138.976;0.2291;0.1864;
Standard & Poor's Ratings Services;IRSA Propiedades Comerciales S.A.;B-;28-06-2016;1128173;0;6512.0;Money;IRCP;0.94;0.744;33.187;571.054;49.417;49.417;559.581;330.458;210.751;0.4347;54.29;577.783;97.816;138.976;0.2291;0.1864;
Standard & Poor's Ratings Services;Illinois Tool Works Inc.;A+;25-03-2016;49826;1;3560.0;Manuf;ITW;28.378;0.5688;14.197;411.563;213.875;213.875;249.459;202.835;141.664;0.8522;363.236;-2.463.035;120.732;156.632;22.177;23.545;
Standard & Poor's Ratings Services;Illumina, Inc.;BBB;28-06-2016;1110803;1;3826.0;BusEq;ILMN;26.166;0.4028;0.8826;697.185;276.525;276.525;357.456;241.092;189.835;0.5574;241.558;834.568;105.805;14.425;0.6034;0.458;
HR Ratings de Mexico S.A. de C.V.;Industrias Bachoco, S.A.B. de C.V.;AAA;09-09-2016;1044896;1;2015.0;NoDur;IBA;3.687;0.0635;0.1006;222.219;12.786;12.786;147.143;13.377;93.993;11.991;161.426;163.777;112.868;151.172;-24.359;-32.333;
Standard & Poor's Ratings Services;Ingles Markets Inc.;BB-;06-04-2016;50493;0;5411.0;Shops;IMKTA;16.818;0.6709;20.655;236.409;36.834;36.834;6.406;24.998;15.708;22.834;138.359;138.359;35.867;45.528;0.8607;0.5427;
Standard & Poor's Ratings Services;Intel Corp.;AAA;20-05-2016;50863;1;3674.0;BusEq;INTC;24.492;0.247;0.3711;626.484;252.949;252.949;410.315;256.743;206.305;0.5456;186.953;249.236;112.558;140.777;-0.1524;0.3492;
Fitch Ratings;Intel Corporation;A+;14-01-2016;50863;1;3674.0;BusEq;INTC;24.492;0.247;0.3711;626.484;252.949;252.949;410.315;256.743;206.305;0.5456;186.953;249.236;112.558;140.777;-0.1524;0.3492;
Standard & Poor's Ratings Services;International Seaways, Inc.;BB-;21-10-2016;1679049;0;4412.0;Other;INSW;81.941;0.2985;0.4301;592.932;445.856;445.856;621.664;348.268;347.987;0.2451;125.142;125.142;85.308;87.782;163.266;149.246;
Standard & Poor's Ratings Services;International Seaways, Inc.;BB-;30-11-2016;1679049;0;4412.0;Other;INSW;81.941;0.2985;0.4301;592.932;445.856;445.856;621.664;348.268;347.987;0.2451;125.142;125.142;85.308;87.782;163.266;149.246;
Moody's Investors Service;Interpublic Group of Companies, Inc. (The);BBB;27-04-2016;51644;1;7311.0;Other;IPG;10.465;0.4285;0.8006;104.603;104.603;104.603;13.411;9.562;6.33;0.5918;234.939;-332.938;39.681;134.269;0.2569;0.3101;
Standard & Poor's Ratings Services;Intuit Inc.;BBB+;03-02-2016;896878;1;7372.0;BusEq;INTU;14.679;0.1766;0.2144;827.052;17.605;17.605;302.004;169.847;87.071;0.8438;177.101;421.859;83.132;145.833;0.5868;0.3135;
Standard & Poor's Ratings Services;Intuit Inc.;BBB+;11-03-2016;896878;1;7372.0;BusEq;INTU;14.679;0.1766;0.2144;827.052;17.605;17.605;302.004;169.847;87.071;0.8438;177.101;421.859;83.132;145.833;0.5868;0.3135;
Standard & Poor's Ratings Services;Intuit Inc.;BBB+;10-05-2016;896878;1;7372.0;BusEq;INTU;14.679;0.1766;0.2144;827.052;17.605;17.605;302.004;169.847;87.071;0.8438;177.101;421.859;83.132;145.833;0.5868;0.3135;
Standard & Poor's Ratings Services;Iron Mountain Information Management, LLC;B+;08-03-2016;1020569;0;6798.0;Money;IRM;10.191;0.9;91.669;571.132;174.379;174.379;292.303;53.879;40.971;0.4737;236.855;-51.404;19.715;23.685;0.1503;0.406;
Standard & Poor's Ratings Services;Iron Mountain Information Management, LLC;BB-;02-05-2016;1020569;0;6798.0;Money;IRM;10.191;0.9;91.669;571.132;174.379;174.379;292.303;53.879;40.971;0.4737;236.855;-51.404;19.715;23.685;0.1503;0.406;
Standard & Poor's Ratings Services;Iron Mountain Information Management, LLC;BB-;12-09-2016;1020569;0;6798.0;Money;IRM;10.191;0.9;91.669;571.132;174.379;174.379;292.303;53.879;40.971;0.4737;236.855;-51.404;19.715;23.685;0.1503;0.406;
Standard & Poor's Ratings Services;Iron Mountain US Holdings, Inc.;BB-;24-05-2016;1020569;0;6798.0;Money;IRM;10.191;0.9;91.669;571.132;174.379;174.379;292.303;53.879;40.971;0.4737;236.855;-51.404;19.715;23.685;0.1503;0.406;
Fitch Ratings;Jabil Inc.;BBB-;26-05-2016;898293;1;3672.0;BusEq;JBL;10.338;0.3639;0.7104;83.982;3.103;3.103;60.594;24.115;15.868;18.661;125.989;185.128;30.671;80.141;38.617;13.144;
Standard & Poor's Ratings Services;Jabil Inc.;BBB-;27-09-2016;898293;1;3672.0;BusEq;JBL;10.503;0.4577;0.8626;8.324;28.487;28.487;66.451;21.089;13.845;17.779;103.722;162.793;24.693;5.625;-15.758;-14.023;
Standard & Poor's Ratings Services;Jazz Pharmaceuticals Ireland Ltd;BB+;26-04-2016;1232524;0;2834.0;Hlth;JAZZ;55.491;0.4186;0.7434;92.261;383.619;383.619;482.346;329.055;248.743;0.3975;206.133;-1.350.003;98.882;119.852;19.289;1.939;
Standard & Poor's Ratings Services;Jazz Pharmaceuticals Ireland Ltd;BB+;31-05-2016;1232524;0;2834.0;Hlth;JAZZ;55.491;0.4186;0.7434;92.261;383.619;383.619;482.346;329.055;248.743;0.3975;206.133;-1.350.003;98.882;119.852;19.289;1.939;
Moody's Investors Service;Johnson Controls, Inc.;BBB+;31-08-2016;788329;1;3690.0;BusEq;JOUT;28.571;0.0344;0.0375;398.925;41.471;41.471;68.938;36.593;2.466;14.388;53.625;61.725;35.481;51.778;-15.913;-14.262;
Moody's Investors Service;Juniper Networks, Inc.;BBB;23-02-2016;1043604;1;3576.0;BusEq;JNPR;16.163;0.2636;0.4235;633.744;187.739;187.739;224.073;175.429;13.045;0.5643;138.532;406.426;73.618;102.014;0.5831;0.4783;
Moody's Investors Service;Juniper Networks, Inc.;BBB;12-04-2016;1043604;1;3576.0;BusEq;JNPR;16.163;0.2636;0.4235;633.744;187.739;187.739;224.073;175.429;13.045;0.5643;138.532;406.426;73.618;102.014;0.5831;0.4783;
Standard & Poor's Ratings Services;Kaiser Aluminum Corp.;BB;28-04-2016;811596;0;3350.0;Manuf;KALU;29.628;0.2008;0.2514;198.649;-248.509;-248.509;-222.142;-267.117;-169.984;11.163;-305.527;-334.796;-189.751;-244.169;26.097;21.362;
Moody's Investors Service;Kennametal Inc.;BBB-;20-01-2016;55242;1;3540.0;Manuf;KMT;26.071;0.3485;0.5464;304.471;-135.171;-135.171;-85.433;-146.425;-141.242;0.929;-269.705;-552.538;-130.183;-175.701;10.168;14.056;
Standard & Poor's Ratings Services;Keysight Technologies Inc.;BBB-;27-09-2016;1601046;1;3825.0;BusEq;KEYS;23.017;0.4577;0.8441;555.672;15.091;15.091;185.574;135.854;179.622;0.8141;394.009;1.441.011;146.237;213.661;-11.725;-12.854;
Standard & Poor's Ratings Services;Kimberly-Clark Corp.;AA;01-02-2016;55785;1;2621.0;Manuf;KMB;0.8546;0.9935;194.375;356.301;86.762;86.762;126.889;71.809;54.489;12.526;2665.0;-758.179;71.823;173.446;-1.243;-13.729;
Standard & Poor's Ratings Services;Kimberly-Clark Corp.;AA;11-08-2016;55785;1;2621.0;Manuf;KMB;0.8546;0.9935;194.375;356.301;86.762;86.762;126.889;71.809;54.489;12.526;2665.0;-758.179;71.823;173.446;-1.243;-13.729;
Standard & Poor's Ratings Services;Kinross Gold Corp.;BB+;18-02-2016;701818;0;1040.0;Other;KGC;42.804;0.29;0.4207;-182.039;-296.339;-296.339;-43.995;-380.059;-336.526;0.3872;-291.733;-30.177;-159.428;-207.129;0.0524;0.6269;
Standard & Poor's Ratings Services;Kinross Gold Corp.;BB+;26-09-2016;701818;0;1040.0;Other;KGC;42.804;0.29;0.4207;-182.039;-296.339;-296.339;-43.995;-380.059;-336.526;0.3872;-291.733;-30.177;-159.428;-207.129;0.0524;0.6269;
Moody's Investors Service;Kohl's Corporation;BBB;19-04-2016;885639;1;5311.0;Shops;KSS;18.703;0.4548;0.8574;361.331;80.869;80.869;129.504;55.041;35.045;14.114;122.564;122.564;49.463;66.819;-23.113;-25.066;
Standard & Poor's Ratings Services;Koninklijke Philips N.V.;A;20-07-2016;313216;1;3845.0;Hlth;PHG;13.445;0.2529;0.3742;383.619;2.272;2.272;79.192;0.8648;19.401;0.7545;2.015;500.002;0.7795;15.055;0.2378;0.5618;
Standard & Poor's Ratings Services;Korea Electric Power Corp.;AA;08-08-2016;887225;1;4911.0;Utils;KEP;0.9698;0.4291;0.8672;228.978;338.505;338.505;479.986;316.427;225.401;0.3364;197.467;199.994;76.552;112.738;2.261;108.366;
Standard & Poor's Ratings Services;Korea Electric Power Corp.;AA;31-10-2016;887225;1;4911.0;Utils;KEP;0.9698;0.4291;0.8672;228.978;338.505;338.505;479.986;316.427;225.401;0.3364;197.467;199.994;76.552;112.738;2.261;108.366;
Standard & Poor's Ratings Services;Kosmos Energy, Ltd.;CCC+;09-02-2016;1509991;0;1311.0;Enrgy;KOS;16.074;0.3937;0.6495;44.537;-17.55;-17.55;177.141;181.179;-148.097;0.1472;-52.686;-52.686;-21.803;-31.941;0.0032;-11.237;
Standard & Poor's Ratings Services;Kosmos Energy, Ltd.;CCC+;15-07-2016;1509991;0;1311.0;Enrgy;KOS;16.074;0.3937;0.6495;44.537;-17.55;-17.55;177.141;181.179;-148.097;0.1472;-52.686;-52.686;-21.803;-31.941;0.0032;-11.237;
Standard & Poor's Ratings Services;Kraft Heinz Canada ULC;BBB-;08-07-2016;1637459;1;2030.0;NoDur;KHC;14.108;0.2753;0.3811;314.156;143.909;143.909;197.077;5.524;-14.505;0.1491;11.176;-16.608;0.5261;0.7082;-40.581;-38.241;
Standard & Poor's Ratings Services;Kratos Defense & Security Solutions Inc.;B-;30-03-2016;1069258;0;7370.0;BusEq;KTOS;18.585;0.636;1.751;246.234;-0.6848;-0.6848;36.524;-67.874;30.132;0.7274;-130.606;124.953;-36.754;-47.544;-0.5494;-0.5405;
Standard & Poor's Ratings Services;Kronos Inc.;B-;05-10-2016;1176236;0;2810.0;Chems;KRO;3.524;0.422;0.7383;142.571;-0.0816;-0.0816;30.397;-22.835;-128.707;10.854;-375.839;-375.839;-139.696;-217.244;-0.3072;-0.1855;
Standard & Poor's Ratings Services;Kronos Worldwide Inc.;B+;12-02-2016;1257640;0;2810.0;Chems;KRO;3.524;0.422;0.7383;142.571;-0.0816;-0.0816;30.397;-22.835;-128.707;10.854;-375.839;-375.839;-139.696;-217.244;-0.3072;-0.1855;
Moody's Investors Service;Kronos Worldwide, Inc.;B;24-05-2016;1257640;0;2810.0;Chems;KRO;3.524;0.422;0.7383;142.571;-0.0816;-0.0816;30.397;-22.835;-128.707;10.854;-375.839;-375.839;-139.696;-217.244;-0.3072;-0.1855;
Standard & Poor's Ratings Services;LKQ Corporation;B+;01-03-2016;1065696;0;5010.0;Shops;LKQ;30.029;0.3961;0.6786;393.455;96.419;96.419;115.029;87.223;56.605;12.309;140.231;2.048.569;69.674;8.469;-0.1374;-0.3013;
Standard & Poor's Ratings Services;LSB Industries Inc.;B-;05-07-2016;60714;0;2810.0;Chems;LXU;17.335;0.454;0.8843;45.804;-162.593;-162.593;-77.008;-179.728;-86.905;0.3214;-110.244;-7.926;-33.885;-42.073;-14.687;-89.675;
Standard & Poor's Ratings Services;LSB Industries Inc.;CCC;13-10-2016;60714;0;2810.0;Chems;LXU;17.335;0.454;0.8843;45.804;-162.593;-162.593;-77.008;-179.728;-86.905;0.3214;-110.244;-7.926;-33.885;-42.073;-14.687;-89.675;
Moody's Investors Service;LSB Industries, Inc.;B-;14-10-2016;60714;0;2810.0;Chems;LXU;17.335;0.454;0.8843;45.804;-162.593;-162.593;-77.008;-179.728;-86.905;0.3214;-110.244;-7.926;-33.885;-42.073;-14.687;-89.675;
Standard & Poor's Ratings Services;Lam Research Corp.;BBB;23-05-2016;707549;1;3559.0;Manuf;LRCX;23.831;0.1578;0.4417;434.341;149.837;149.837;224.925;140.864;124.651;0.5616;122.654;203.009;70.006;10.33;0.3271;-0.855;
Standard & Poor's Ratings Services;Lam Research Corp.;BBB;27-10-2016;707549;1;3559.0;Manuf;LRCX;38.102;0.3563;0.7089;444.949;182.514;182.514;24.394;163.122;155.295;0.4799;149.793;220.207;74.529;96.417;32.727;38.466;
Moody's Investors Service;Lannett Company, Inc.;B;15-06-2016;57725;0;2834.0;Hlth;LCI;19.372;0.0381;0.0396;21.408;80.188;80.188;107.562;79.827;5.229;21.896;157.676;269.063;114.493;151.666;0.9173;0.6314;
Standard & Poor's Ratings Services;Lannett Company, Inc.;B-;25-10-2016;57725;0;2834.0;Hlth;LCI;19.372;0.0381;0.0396;21.408;80.188;80.188;107.562;79.827;5.229;21.896;157.676;269.063;114.493;151.666;0.9173;0.6314;
Standard & Poor's Ratings Services;Laredo Petroleum Inc.;B-;22-01-2016;1528129;0;1311.0;Enrgy;LPI;15.323;0.9151;107.741;524.388;-4.074.102;-4.074.102;-3.608.169;-3.934.592;-3.642.912;0.3346;-1.681.237;-1.681.237;-1.218.746;-1.427.909;-376.919;926.181;
Standard & Poor's Ratings Services;Laredo Petroleum Inc.;B;07-11-2016;1528129;0;1311.0;Enrgy;LPI;15.323;0.9151;107.741;524.388;-4.074.102;-4.074.102;-3.608.169;-3.934.592;-3.642.912;0.3346;-1.681.237;-1.681.237;-1.218.746;-1.427.909;-376.919;926.181;
Moody's Investors Service;Laredo Petroleum, Inc.;B-;24-03-2016;1528129;0;1311.0;Enrgy;LPI;15.323;0.9151;107.741;524.388;-4.074.102;-4.074.102;-3.608.169;-3.934.592;-3.642.912;0.3346;-1.681.237;-1.681.237;-1.218.746;-1.427.909;-376.919;926.181;
Standard & Poor's Ratings Services;Las Vegas Sands LLC;BBB-;11-11-2016;1300514;1;7990.0;Other;LVS;14.647;0.5235;1.11;476.643;24.307;24.307;335.301;224.333;168.207;0.5602;28.344;285.851;114.365;135.054;-16.468;-21.037;
Moody's Investors Service;Las Vegas Sands, LLC;BB+;08-11-2016;1300514;0;7990.0;Other;LVS;14.647;0.5235;1.11;476.643;24.307;24.307;335.301;224.333;168.207;0.5602;28.344;285.851;114.365;135.054;-16.468;-21.037;
Standard & Poor's Ratings Services;Lear Corp.;BBB-;16-11-2016;842162;1;2531.0;Manuf;LEA;13.769;0.3903;0.6478;99.926;65.168;65.168;84.266;5.664;40.936;19.362;263.711;405.214;84.607;160.787;49.927;39.423;
